resultId,raceId,driverId,constructorId,grid,position,positionText,positionOrder,points,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,constructorRef,constructor_name,constructor_nationality,driverRef,code,forename,surname,dob,driver_nationality,driver_name
8578,374,137,32,11,\N,R,24,0.0,\N,\N,\N,\N,4,team_lotus,Team Lotus,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
8586,375,117,1,2,1,1,1,9.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
8587,375,102,1,1,2,2,2,6.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
8602,375,137,32,4,\N,R,17,0.0,\N,\N,\N,\N,5,team_lotus,Team Lotus,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
8605,375,95,3,14,\N,R,20,0.0,\N,\N,\N,\N,5,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
8617,376,102,1,1,1,1,1,9.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
8618,376,117,1,2,2,2,2,6.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
8620,376,137,32,6,4,4,4,3.0,\N,\N,\N,\N,11,team_lotus,Team Lotus,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
8637,376,95,3,9,\N,R,21,0.0,\N,\N,\N,\N,5,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
8648,377,102,1,1,1,1,1,9.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
8649,377,117,1,4,2,2,2,6.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
8664,377,137,32,8,\N,R,17,0.0,\N,\N,\N,\N,20,team_lotus,Team Lotus,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
8667,377,95,3,6,\N,R,20,0.0,\N,\N,\N,\N,5,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
8679,378,117,1,1,1,1,1,9.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
8680,378,102,1,2,2,2,2,6.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
8683,378,137,32,7,5,5,5,2.0,\N,\N,\N,\N,11,team_lotus,Team Lotus,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
8698,378,95,3,9,\N,R,20,0.0,\N,\N,\N,\N,22,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
8710,379,102,1,3,1,1,1,9.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
8711,379,95,3,11,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
8714,379,137,32,7,5,5,5,2.0,\N,\N,\N,\N,1,team_lotus,Team Lotus,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
8731,379,117,1,4,\N,R,22,0.0,\N,\N,\N,\N,64,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
8741,380,102,1,1,1,1,1,9.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
8742,380,117,1,2,2,2,2,6.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
8763,380,95,3,11,\N,R,23,0.0,\N,\N,\N,\N,20,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
8766,380,137,32,5,\N,R,26,0.0,\N,\N,\N,\N,20,team_lotus,Team Lotus,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
8772,381,102,1,1,1,1,1,9.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
8773,381,117,1,7,2,2,2,6.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
8779,381,137,32,13,8,8,8,0.0,\N,\N,\N,\N,13,team_lotus,Team Lotus,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
8786,381,95,3,2,\N,R,15,0.0,\N,\N,\N,\N,100,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
8803,382,102,1,1,1,1,1,9.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
8804,382,117,1,2,2,2,2,6.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
8806,382,137,32,9,4,4,4,3.0,\N,\N,\N,\N,1,team_lotus,Team Lotus,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
8843,383,102,1,1,10,10,10,0.0,\N,\N,\N,\N,4,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
8847,383,117,1,2,\N,R,14,0.0,\N,\N,\N,\N,5,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
8858,383,137,32,7,\N,R,25,0.0,\N,\N,\N,\N,8,team_lotus,Team Lotus,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
8865,384,117,1,1,1,1,1,9.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
8870,384,102,1,2,6,6,6,1.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
8878,384,95,3,6,\N,R,14,0.0,\N,\N,\N,\N,20,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
8882,384,137,32,8,\N,R,18,0.0,\N,\N,\N,\N,8,team_lotus,Team Lotus,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
8896,385,117,1,2,1,1,1,9.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
8897,385,95,3,3,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
8899,385,102,1,1,4,4,4,3.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
8903,385,137,32,9,8,8,8,0.0,\N,\N,\N,\N,1,team_lotus,Team Lotus,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
8927,386,102,1,1,1,1,1,9.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
8928,386,117,1,2,2,2,2,6.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
8947,386,137,32,5,\N,R,21,0.0,\N,\N,\N,\N,100,team_lotus,Team Lotus,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
8948,386,95,3,8,\N,R,22,0.0,\N,\N,\N,\N,4,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
8958,387,117,1,2,1,1,1,9.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
8959,387,102,1,1,2,2,2,6.0,\N,\N,\N,\N,1,mclaren,McLaren,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
8960,387,137,32,5,3,3,3,4.0,\N,\N,\N,\N,1,team_lotus,Team Lotus,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
8970,387,95,3,3,\N,R,13,0.0,\N,\N,\N,\N,20,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
8989,388,117,1,5,1,1,1,9.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
8990,388,137,3,2,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
8994,388,95,3,1,6,6,6,1.0,\N,\N,\N,\N,11,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9002,388,102,32,3,\N,R,14,0.0,\N,\N,\N,\N,5,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9012,389,95,3,2,1,1,1,9.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9013,389,102,32,1,2,2,2,6.0,\N,\N,\N,\N,1,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9035,389,117,1,3,\N,R,24,0.0,\N,\N,\N,\N,10,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9037,389,137,3,0,\N,W,26,0.0,\N,\N,\N,\N,82,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9039,390,117,1,6,1,1,1,9.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9052,390,95,3,1,\N,R,14,0.0,\N,\N,\N,\N,3,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9053,390,102,32,3,\N,R,15,0.0,\N,\N,\N,\N,3,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9055,390,137,3,2,\N,R,17,0.0,\N,\N,\N,\N,43,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9065,391,102,32,2,1,1,1,9.0,\N,\N,\N,\N,1,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9066,391,137,3,3,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9073,391,117,1,4,9,9,9,0.0,\N,\N,\N,\N,5,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9085,391,95,3,1,\N,R,21,0.0,\N,\N,\N,\N,101,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9091,392,102,32,2,1,1,1,9.0,\N,\N,\N,\N,1,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9092,392,137,3,3,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9093,392,117,1,5,3,3,3,4.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9095,392,95,3,1,5,5,5,2.0,\N,\N,\N,\N,11,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9117,393,95,3,1,1,1,1,9.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9118,393,137,3,4,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9119,393,117,1,2,3,3,3,4.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9120,393,102,32,3,4,4,4,3.0,\N,\N,\N,\N,11,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9143,394,95,3,2,1,1,1,9.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9144,394,137,3,1,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9145,394,102,32,3,3,3,3,4.0,\N,\N,\N,\N,11,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9154,394,117,1,4,\N,R,12,0.0,\N,\N,\N,\N,5,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9169,395,137,3,4,1,1,1,9.0,\N,\N,\N,\N,1,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9171,395,102,32,2,3,3,3,4.0,\N,\N,\N,\N,11,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9175,395,117,1,3,7,7,7,0.0,\N,\N,\N,\N,10,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9180,395,95,3,1,\N,R,12,0.0,\N,\N,\N,\N,5,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9195,396,137,3,3,1,1,1,9.0,\N,\N,\N,\N,1,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9196,396,102,32,6,2,2,2,6.0,\N,\N,\N,\N,1,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9197,396,117,1,4,3,3,3,4.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9208,396,95,3,1,14,14,14,0.0,\N,\N,\N,\N,36,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9221,397,95,3,2,1,1,1,9.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9222,397,137,3,1,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9225,397,102,32,7,5,5,5,2.0,\N,\N,\N,\N,12,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9226,397,117,1,9,6,6,6,1.0,\N,\N,\N,\N,12,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9247,398,137,3,1,1,1,1,9.0,\N,\N,\N,\N,1,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9248,398,102,32,4,2,2,2,6.0,\N,\N,\N,\N,1,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9249,398,95,3,2,3,3,3,4.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9261,398,117,1,5,15,15,15,0.0,\N,\N,\N,\N,14,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9275,399,117,1,3,1,1,1,9.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9277,399,137,3,4,3,3,3,4.0,\N,\N,\N,\N,1,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9281,399,102,32,5,7,7,7,0.0,\N,\N,\N,\N,12,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9298,399,95,3,2,\N,R,24,0.0,\N,\N,\N,\N,10,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9301,400,95,3,2,1,1,1,9.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9302,400,117,1,7,2,2,2,6.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9304,400,137,3,1,4,4,4,3.0,\N,\N,\N,\N,1,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9305,400,102,32,5,5,5,5,2.0,\N,\N,\N,\N,1,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9328,401,95,3,1,1,1,1,9.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9329,401,137,3,3,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9337,401,102,32,7,\N,R,10,0.0,\N,\N,\N,\N,20,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9353,401,117,1,5,\N,R,26,0.0,\N,\N,\N,\N,4,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9355,402,102,32,7,2,2,2,6.0,\N,\N,\N,\N,1,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9360,402,117,1,2,7,7,7,0.0,\N,\N,\N,\N,11,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9368,402,137,3,5,15,15,15,0.0,\N,\N,\N,\N,5,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9380,402,95,3,0,\N,W,27,0.0,\N,\N,\N,\N,3,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9390,403,102,32,4,\N,D,10,0.0,\N,\N,\N,\N,2,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9391,403,137,3,3,\N,R,11,0.0,\N,\N,\N,\N,23,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9393,403,117,1,2,\N,R,13,0.0,\N,\N,\N,\N,23,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9408,404,137,3,2,1,1,1,9.0,\N,\N,\N,\N,1,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9409,404,102,32,1,2,2,2,6.0,\N,\N,\N,\N,1,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9420,404,117,1,9,\N,R,13,0.0,\N,\N,\N,\N,5,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9432,404,95,3,3,\N,R,25,0.0,\N,\N,\N,\N,20,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9433,405,102,32,1,1,1,1,9.0,\N,\N,\N,\N,1,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9434,405,95,3,3,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9435,405,117,1,4,3,3,3,4.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9445,405,137,3,2,\N,R,13,0.0,\N,\N,\N,\N,5,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9458,406,117,1,4,1,1,1,9.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9459,406,137,3,2,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9478,406,102,32,1,\N,R,21,0.0,\N,\N,\N,\N,67,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9479,406,95,3,3,\N,R,22,0.0,\N,\N,\N,\N,5,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9484,407,117,1,1,1,1,1,9.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9486,407,102,32,3,3,3,3,4.0,\N,\N,\N,\N,1,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9487,407,95,3,2,4,4,4,3.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9490,407,137,3,11,7,7,7,0.0,\N,\N,\N,\N,11,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9509,408,95,3,5,1,1,1,9.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9510,408,102,32,4,2,2,2,6.0,\N,\N,\N,\N,1,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9514,408,117,1,3,6,6,6,1.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9527,408,137,3,1,\N,R,19,0.0,\N,\N,\N,\N,101,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9534,409,95,3,1,1,1,1,9.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9535,409,117,1,4,2,2,2,6.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9536,409,137,3,3,3,3,3,4.0,\N,\N,\N,\N,1,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9538,409,102,32,2,5,5,5,2.0,\N,\N,\N,\N,11,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9559,410,102,32,1,1,1,1,9.0,\N,\N,\N,\N,1,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9561,410,117,1,7,3,3,3,4.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9563,410,95,3,2,5,5,5,2.0,\N,\N,\N,\N,11,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9573,410,137,3,3,\N,R,15,0.0,\N,\N,\N,\N,3,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9585,411,95,3,2,1,1,1,9.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9586,411,117,1,5,2,2,2,6.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9587,411,137,3,3,3,3,3,4.0,\N,\N,\N,\N,1,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9606,411,102,32,1,\N,R,22,0.0,\N,\N,\N,\N,3,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9611,412,95,3,2,1,1,1,9.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9612,412,137,3,1,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9613,412,117,1,6,3,3,3,4.0,\N,\N,\N,\N,11,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9626,412,102,32,3,\N,R,16,0.0,\N,\N,\N,\N,6,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9637,413,137,3,5,1,1,1,9.0,\N,\N,\N,\N,1,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9638,413,102,32,3,2,2,2,6.0,\N,\N,\N,\N,1,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9639,413,95,3,6,3,3,3,4.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9642,413,117,1,2,6,6,6,1.0,\N,\N,\N,\N,60,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9663,414,137,3,2,1,1,1,9.0,\N,\N,\N,\N,1,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9664,414,102,32,1,2,2,2,6.0,\N,\N,\N,\N,1,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9665,414,95,3,4,3,3,3,4.0,\N,\N,\N,\N,11,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9682,414,117,1,3,\N,R,20,0.0,\N,\N,\N,\N,3,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9689,415,117,1,5,1,1,1,9.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9700,415,95,3,6,\N,R,12,0.0,\N,\N,\N,\N,86,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9701,415,137,3,7,\N,R,13,0.0,\N,\N,\N,\N,5,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9707,415,102,32,8,\N,R,19,0.0,\N,\N,\N,\N,5,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9715,416,137,3,6,1,1,1,9.0,\N,\N,\N,\N,1,williams,Williams,British,piquet,\N,Nelson,Piquet,1952-08-17,Brazilian,Nelson Piquet
9716,416,95,3,3,2,2,2,6.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9732,416,117,1,2,\N,D,18,0.0,\N,\N,\N,\N,2,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
9741,416,102,32,5,\N,R,27,0.0,\N,\N,\N,\N,7,team_lotus,Team Lotus,British,senna,\N,Ayrton,Senna,1960-03-21,Brazilian,Ayrton Senna
9742,417,95,3,2,1,1,1,9.0,\N,\N,\N,\N,1,williams,Williams,British,mansell,\N,Nigel,Mansell,1953-08-08,British,Nigel Mansell
9743,417,117,1,3,2,2,2,6.0,\N,\N,\N,\N,1,mclaren,McLaren,British,prost,\N,Alain,Prost,1955-02-24,French,Alain Prost
