qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
4316,101,13,15,12,16,75.616,0.0,0.0
4317,101,45,17,19,17,76.19200000000001,0.0,0.0
4318,101,2,17,18,18,76.31,0.0,0.0
4319,101,46,18,20,19,78.055,0.0,0.0
4320,101,47,18,21,20,78.4,0.0,0.0
4321,102,30,6,1,1,79.146,0.0,0.0
4322,102,22,6,2,2,79.32300000000001,0.0,0.0
4323,102,11,16,10,3,79.693,0.0,0.0
4324,102,18,16,9,4,79.7,0.0,0.0
4325,102,4,4,8,5,79.996,0.0,0.0
4326,102,42,3,4,6,80.17,0.0,0.0
4327,102,31,3,3,7,80.199,0.0,0.0
4328,102,21,15,11,8,80.324,0.0,0.0
4329,102,15,4,7,9,80.411,0.0,0.0
4330,102,8,1,6,10,80.57,0.0,0.0
4331,102,17,19,14,11,80.73,0.0,0.0
4332,102,14,1,5,12,80.89699999999999,0.0,0.0
4333,102,44,7,17,13,81.068,0.0,0.0
4334,102,32,19,15,14,81.118,0.0,0.0
4335,102,41,7,16,15,81.135,0.0,0.0
4336,102,2,17,18,16,82.18,0.0,0.0
4337,102,45,17,19,17,82.356,0.0,0.0
4338,102,47,18,21,18,84.32900000000001,0.0,0.0
4339,102,46,18,20,19,84.679,0.0,0.0
4340,102,13,15,12,20,0.0,0.0,0.0
4341,103,15,4,7,1,116.232,0.0,0.0
4342,103,30,6,1,2,116.304,0.0,0.0
4343,103,4,4,8,3,116.686,0.0,0.0
4344,103,14,1,5,4,117.99000000000001,0.0,0.0
4345,103,21,15,11,5,118.03999999999999,0.0,0.0
4346,103,22,6,2,6,118.175,0.0,0.0
4347,103,17,19,14,7,118.729,0.0,0.0
4348,103,13,15,12,8,119.00800000000001,0.0,0.0
4349,103,44,7,17,9,119.55199999999999,0.0,0.0
4350,103,8,1,6,10,119.63499999999999,0.0,0.0
4351,103,31,3,3,11,119.681,0.0,0.0
4352,103,18,16,9,12,120.237,0.0,0.0
4353,103,32,19,15,13,121.246,0.0,0.0
4354,103,42,3,4,14,121.447,0.0,0.0
4355,103,11,16,10,15,121.813,0.0,0.0
4356,103,2,17,18,16,122.645,0.0,0.0
4357,103,46,18,20,17,122.651,0.0,0.0
4358,103,47,18,21,18,123.303,0.0,0.0
4359,103,45,17,19,19,123.833,0.0,0.0
4360,103,41,7,16,20,123.895,0.0,0.0
4361,105,22,6,2,1,94.012,0.0,0.0
4362,105,8,1,6,2,94.178,0.0,0.0
4363,105,18,16,9,3,94.295,0.0,0.0
4364,105,13,15,12,4,94.759,0.0,0.0
4365,105,23,3,4,5,94.89099999999999,0.0,0.0
4366,105,4,4,8,6,94.917,0.0,0.0
4367,105,21,15,11,7,94.951,0.0,0.0
4368,105,44,7,17,8,94.975,0.0,0.0
4369,105,11,16,10,9,94.993,0.0,0.0
4370,105,14,1,5,10,95.029,0.0,0.0
4371,105,31,3,3,11,95.245,0.0,0.0
4372,105,17,19,14,12,95.286,0.0,0.0
4373,105,35,4,7,13,95.384,0.0,0.0
4374,105,41,7,16,14,95.41,0.0,0.0
4375,105,2,17,18,15,96.507,0.0,0.0
4376,105,32,19,15,16,96.535,0.0,0.0
4377,105,10,17,19,17,97.14,0.0,0.0
4378,105,47,18,21,18,100.24000000000001,0.0,0.0
4379,105,46,18,20,19,0.0,0.0,0.0
4380,105,30,6,1,20,0.0,0.0,0.0
4381,106,30,6,1,1,93.542,0.0,0.0
4382,106,23,3,4,2,94.032,0.0,0.0
4383,106,17,19,14,3,94.571,0.0,0.0
4384,106,11,16,10,4,94.89699999999999,0.0,0.0
4385,106,18,16,9,5,95.157,0.0,0.0
4386,106,15,7,16,6,95.213,0.0,0.0
4387,106,21,15,11,7,96.136,0.0,0.0
4388,106,14,1,5,8,96.156,0.0,0.0
4389,106,35,4,7,9,96.274,0.0,0.0
4390,106,44,7,17,10,96.42,0.0,0.0
4391,106,4,4,8,11,96.663,0.0,0.0
4392,106,8,1,6,12,96.82,0.0,0.0
4393,106,31,3,3,13,97.65299999999999,0.0,0.0
4394,106,32,19,15,14,98.25800000000001,0.0,0.0
4395,106,22,6,2,15,98.637,0.0,0.0
4396,106,2,17,18,16,101.953,0.0,0.0
4397,106,10,17,19,17,103.533,0.0,0.0
4398,106,46,18,20,18,108.069,0.0,0.0
4399,106,47,18,21,19,0.0,0.0,0.0
4400,106,13,15,12,20,0.0,0.0,0.0
4401,107,22,6,2,1,70.646,0.0,0.0
4402,107,31,3,3,2,70.85,0.0,0.0
4403,107,8,1,6,3,70.892,0.0,0.0
4404,107,13,15,12,4,70.922,0.0,0.0
4405,107,18,16,9,5,71.092,0.0,0.0
4406,107,11,16,10,6,71.12,0.0,0.0
4407,107,23,3,4,7,71.131,0.0,0.0
4408,107,30,6,1,8,71.386,0.0,0.0
4409,107,4,4,8,9,71.45400000000001,0.0,0.0
4410,107,15,7,16,10,71.483,0.0,0.0
4411,107,21,15,11,11,71.571,0.0,0.0
4412,107,17,19,14,12,71.66499999999999,0.0,0.0
4413,107,14,1,5,13,71.75,0.0,0.0
4414,107,35,4,7,14,71.836,0.0,0.0
4415,107,41,7,17,15,71.974,0.0,0.0
4416,107,32,19,15,16,72.211,0.0,0.0
4417,107,2,17,18,17,72.82900000000001,0.0,0.0
4418,107,10,17,19,18,73.502,0.0,0.0
4419,107,47,18,21,19,73.55,0.0,0.0
4420,107,46,18,20,20,0.0,0.0,0.0
4421,71,21,4,6,1,93.17099999999999,88.289,0.0
4422,71,15,7,16,2,95.27000000000001,89.15899999999999,0.0
4423,71,17,3,7,3,96.717,88.279,0.0
4424,71,35,15,11,4,96.98400000000001,89.862,0.0
4425,71,14,9,14,5,98.32,88.892,0.0
4426,71,32,9,15,6,97.48599999999999,89.991,0.0
4427,71,2,3,8,7,99.717,89.413,0.0
4428,71,18,16,3,8,101.512,90.616,0.0
4429,71,31,1,10,9,105.325,89.32,0.0
4430,71,8,1,9,10,104.997,90.561,0.0
4431,71,22,6,2,11,105.481,91.34100000000001,0.0
4432,71,39,17,19,12,104.357,92.735,0.0
4433,71,4,4,5,13,107.708,89.758,0.0
4434,71,33,17,18,14,106.846,93.483,0.0
4435,71,23,7,17,15,111.495,91.22200000000001,0.0
4436,71,40,18,20,16,110.864,97.499,0.0
4437,71,27,18,21,17,109.22999999999999,0.0,0.0
4438,71,30,6,1,18,117.931,0.0,0.0
4439,71,11,16,4,19,0.0,0.0,0.0
4440,71,13,15,12,20,0.0,0.0,0.0
4441,72,4,4,5,1,92.582,95.09,0.0
4442,72,15,7,16,2,92.672,95.253,0.0
4443,72,21,4,6,3,92.765,95.68299999999999,0.0
4444,72,17,3,7,4,93.20400000000001,95.7,0.0
4445,72,23,7,17,5,93.106,95.90100000000001,0.0
4446,72,8,1,9,6,92.839,96.644,0.0
4447,72,32,9,15,7,93.72399999999999,95.86500000000001,0.0
4448,72,14,9,14,8,93.809,95.89099999999999,0.0
4449,72,18,16,3,9,93.616,96.21600000000001,0.0
4450,72,2,3,8,10,93.464,96.453,0.0
4451,72,31,1,10,11,93.333,96.757,0.0
4452,72,22,6,2,12,94.162,97.34,0.0
4453,72,30,6,1,13,94.072,97.561,0.0
4454,72,13,15,12,14,94.15100000000001,97.733,0.0
4455,72,19,16,4,15,94.866,97.024,0.0
4456,72,35,15,11,16,94.887,98.108,0.0
4457,72,39,17,19,17,97.806,99.85,0.0
4458,72,33,17,18,18,97.856,100.106,0.0
4459,72,40,18,20,19,99.268,101.918,0.0
4460,72,27,18,21,20,100.432,102.569,0.0
4461,73,4,4,5,1,89.848,92.054,0.0
4462,73,30,6,1,2,90.237,92.12,0.0
4463,73,15,7,16,3,89.993,92.667,0.0
4464,73,2,3,8,4,90.39,92.827,0.0
4465,73,17,3,7,5,90.592,92.67,0.0
4466,73,23,7,17,6,90.952,92.319,0.0
4467,73,32,9,15,7,90.646,92.723,0.0
4468,73,37,1,10,8,90.725,92.648,0.0
4469,73,8,1,9,9,90.594,92.93,0.0
4470,73,21,4,6,10,90.445,93.32,0.0
4471,73,18,16,3,11,90.957,93.39099999999999,0.0
4472,73,13,15,12,12,90.93299999999999,94.269,0.0
4473,73,11,16,4,13,91.113,94.45,0.0
4474,73,14,9,14,14,91.211,94.63300000000001,0.0
4475,73,22,6,2,15,91.826,95.86699999999999,0.0
4476,73,35,15,11,16,92.318,95.66499999999999,0.0
4477,73,33,17,18,17,93.424,96.00399999999999,0.0
4478,73,39,17,19,18,93.19,96.953,0.0
4479,73,27,18,21,19,94.005,96.417,0.0
4480,73,40,18,20,20,94.848,96.413,0.0
4481,74,8,1,9,1,79.886,82.994,0.0
4482,74,4,4,5,2,79.889,83.55199999999999,0.0
4483,74,18,16,3,3,80.464,83.64099999999999,0.0
4484,74,17,3,7,4,80.44200000000001,84.069,0.0
4485,74,15,7,16,5,80.492,84.026,0.0
4486,74,11,16,4,6,80.851,83.807,0.0
4487,74,25,1,10,7,80.632,84.057,0.0
4488,74,13,15,12,8,80.593,84.337,0.0
4489,74,2,3,8,9,80.807,84.389,0.0
4490,74,22,6,2,10,80.892,84.351,0.0
4491,74,23,7,17,11,80.994,84.422,0.0
4492,74,35,15,11,12,80.999,85.26,0.0
4493,74,21,4,6,13,81.708,85.002,0.0
4494,74,30,6,1,14,80.26,86.98400000000001,0.0
4495,74,14,9,14,15,81.632,86.438,0.0
4496,74,24,9,15,16,81.804,86.351,0.0
4497,74,39,17,19,17,83.123,88.976,0.0
4498,74,33,17,18,18,85.1,89.152,0.0
4499,74,40,18,20,19,86.48400000000001,90.564,0.0
4500,74,27,18,21,20,85.92099999999999,0.0,0.0
4501,75,8,1,9,1,74.819,76.602,0.0
4502,75,17,3,7,2,75.042,76.626,0.0
4503,75,4,4,5,3,74.811,76.88,0.0
4504,75,23,7,17,4,74.87,77.047,0.0
4505,75,15,7,16,5,74.795,77.2,0.0
4506,75,21,4,6,6,75.601,77.229,0.0
4507,75,31,1,10,7,75.902,77.57,0.0
4508,75,30,6,1,8,75.398,78.15299999999999,0.0
4509,75,14,9,14,9,75.795,78.373,0.0
4510,75,13,15,12,10,75.863,78.361,0.0
4511,75,24,9,15,11,76.288,79.014,0.0
4512,75,35,15,11,12,76.794,79.686,0.0
4513,75,39,17,19,13,78.557,80.711,0.0
4514,75,33,17,18,14,79.03999999999999,80.90299999999999,0.0
4515,75,27,18,21,15,79.563,81.578,0.0
4516,75,40,18,20,16,80.306,82.453,0.0
4517,75,2,3,8,17,75.038,0.0,0.0
4518,75,22,6,2,18,75.746,0.0,0.0
4519,76,8,1,9,1,73.644,76.681,0.0
4520,76,4,4,5,2,74.125,76.281,0.0
4521,76,17,3,7,3,74.584,77.072,0.0
4522,76,21,4,6,4,74.783,77.31700000000001,0.0
4523,76,15,7,16,5,75.189,77.401,0.0
4524,76,2,3,8,6,75.128,77.755,0.0
4525,76,14,9,14,7,75.32900000000001,78.538,0.0
4526,76,30,6,1,8,76.186,78.55,0.0
4527,76,35,15,11,9,75.92099999999999,79.015,0.0
4528,76,22,6,2,10,76.142,78.84100000000001,0.0
4529,76,13,15,12,11,76.218,78.902,0.0
4530,76,24,9,15,12,76.81700000000001,80.33500000000001,0.0
4531,76,40,18,20,13,78.574,82.236,0.0
4532,76,27,18,21,14,79.229,82.977,0.0
4533,76,33,17,18,15,79.408,83.67,0.0
4534,76,31,1,10,16,74.858,0.0,0.0
4535,76,39,17,19,17,79.474,83.94800000000001,0.0
4536,76,23,7,17,18,0.0,0.0,0.0
4537,841,20,9,1,1,85.29599999999999,84.09,83.529
4538,841,1,1,3,2,85.384,84.595,84.307
4539,841,17,9,2,3,85.9,84.658,84.395
4540,841,18,1,4,4,85.886,84.957,84.779
4541,841,4,6,5,5,85.707,85.242,84.974
4542,841,808,4,10,6,85.543,85.582,85.247
4543,841,3,131,8,7,85.856,85.606,85.42099999999999
4544,841,13,6,6,8,86.031,85.611,85.599
4545,841,155,15,16,9,85.717,85.405,85.626
4546,841,67,5,18,10,86.232,85.882,87.066
4547,841,30,131,7,11,85.962,85.971,0.0
4548,841,153,5,19,12,86.62,86.10300000000001,0.0
4549,841,815,15,17,13,85.812,86.108,0.0
4550,841,814,10,15,14,87.22200000000001,86.739,0.0
4551,841,813,3,12,15,86.298,86.768,0.0
4552,841,16,10,14,16,86.245,91.407,0.0
4553,841,22,3,11,17,86.27,0.0,0.0
4554,841,2,4,9,18,87.239,0.0,0.0
4555,841,5,205,20,19,89.254,0.0,0.0
4556,841,15,205,21,20,89.342,0.0,0.0
4557,841,10,166,24,21,89.858,0.0,0.0
4558,841,816,166,25,22,90.822,0.0,0.0
4562,842,20,9,1,1,97.468,95.934,94.87
4560,841,24,164,23,23,92.97800000000001,0.0,0.0
4561,841,39,164,22,24,94.293,0.0,0.0
4563,842,1,1,3,2,96.86099999999999,95.852,94.97399999999999
4564,842,17,9,2,3,97.924,96.08,95.179
4565,842,18,1,4,4,97.033,95.569,95.2
4566,842,4,6,5,5,96.89699999999999,96.32,95.80199999999999
4567,842,2,4,9,6,97.22399999999999,96.811,96.124
4568,842,13,6,6,7,96.744,96.557,96.251
4569,842,808,4,10,8,97.21000000000001,96.642,96.324
4570,842,3,131,8,9,97.316,96.388,96.809
4571,842,155,15,16,10,96.994,96.691,96.82
4572,842,30,131,7,11,96.904,97.035,0.0
4573,842,67,5,18,12,97.693,97.16,0.0
4574,842,153,5,19,13,97.67699999999999,97.34700000000001,0.0
4575,842,814,10,15,14,98.045,97.37,0.0
4576,842,22,3,11,15,98.163,97.49600000000001,0.0
4577,842,815,15,17,16,97.759,97.52799999999999,0.0
4578,842,16,10,14,17,97.693,97.593,0.0
4579,842,813,3,12,18,98.27600000000001,0.0,0.0
4580,842,5,205,20,19,98.64500000000001,0.0,0.0
4581,842,15,205,21,20,98.791,0.0,0.0
4582,842,10,166,24,21,100.648,0.0,0.0
4583,842,816,166,25,22,101.001,0.0,0.0
4584,842,24,164,23,23,101.549,0.0,0.0
4585,842,39,164,22,24,102.574,0.0,0.0
4586,843,20,9,1,1,95.674,94.77600000000001,93.706
4587,843,18,1,4,2,95.924,94.662,94.42099999999999
4588,843,1,1,3,3,96.09100000000001,94.48599999999999,94.463
4589,843,3,131,8,4,95.27199999999999,95.85,94.67
4590,843,4,6,5,5,95.38900000000001,95.16499999999999,95.119
4591,843,13,6,6,6,95.47800000000001,95.437,95.14500000000001
4592,843,153,5,19,7,96.13300000000001,95.563,96.158
4593,843,814,10,15,8,95.702,95.858,96.19
4594,843,67,5,18,9,96.11,95.5,96.203
4595,843,808,4,10,10,95.37,95.149,0.0
4596,843,16,10,14,11,96.092,95.874,0.0
4597,843,815,15,17,12,96.04599999999999,96.053,0.0
4598,843,155,15,16,13,96.14699999999999,96.23599999999999,0.0
4599,843,30,131,7,14,95.50800000000001,96.457,0.0
4600,843,22,3,11,15,95.911,96.465,0.0
4601,843,2,4,9,16,95.91,96.61099999999999,0.0
4602,843,813,3,12,17,96.12100000000001,96.956,0.0
4603,843,17,9,2,18,96.468,0.0,0.0
4604,843,5,205,20,19,97.894,0.0,0.0
4605,843,15,205,21,20,98.318,0.0,0.0
4606,843,816,166,25,21,99.119,0.0,0.0
4607,843,10,166,24,22,99.708,0.0,0.0
4608,843,24,164,23,23,100.212,0.0,0.0
4609,843,39,164,22,24,100.445,0.0,0.0
4610,844,20,9,1,1,87.039,85.61,85.049
4611,844,17,9,2,2,87.09,86.075,85.45400000000001
4612,844,3,131,8,3,87.514,85.801,85.574
4613,844,1,1,3,4,87.09100000000001,86.066,85.595
4614,844,4,6,5,5,87.349,86.152,85.851
4615,844,18,1,4,6,87.374,86.485,85.982
4616,844,808,4,10,7,87.475,86.654,86.29599999999999
4617,844,30,131,7,8,87.697,86.121,86.646
4618,844,2,4,9,9,87.901,86.74,86.65899999999999
4619,844,13,6,6,10,87.013,86.395,0.0
4620,844,22,3,11,11,88.246,86.764,0.0
4621,844,16,10,14,12,87.392,87.027,0.0
4622,844,814,10,15,13,87.625,87.145,0.0
4623,844,813,3,12,14,87.396,87.236,0.0
4624,844,815,15,17,15,87.77799999999999,87.244,0.0
4625,844,67,5,18,16,87.62,87.255,0.0
4626,844,153,5,19,17,88.055,87.572,0.0
4627,844,5,205,20,18,88.78,0.0,0.0
4628,844,15,205,21,19,89.673,0.0,0.0
4629,844,816,166,25,20,90.445,0.0,0.0
4630,844,24,164,23,21,90.69200000000001,0.0,0.0
4631,844,10,166,24,22,90.813,0.0,0.0
4632,844,39,164,22,23,91.564,0.0,0.0
4633,845,17,9,2,1,83.619,81.773,80.981
4634,845,20,9,1,2,84.142,81.53999999999999,81.181
4635,845,1,1,3,3,84.37,82.148,81.961
4636,845,4,6,5,4,83.485,82.813,81.964
4637,845,18,1,4,5,84.428,82.05,81.996
4638,845,808,4,10,6,83.069,82.94800000000001,82.471
4639,845,3,131,8,7,83.507,82.569,82.599
4640,845,13,6,6,8,83.506,83.026,82.888
4641,845,813,3,12,9,83.406,82.854,82.952
4642,845,30,131,7,10,82.96000000000001,82.67099999999999,0.0
4643,845,67,5,18,11,83.962,83.231,0.0
4644,845,815,15,17,12,84.209,83.367,0.0
4645,845,153,5,19,13,84.049,83.694,0.0
4646,845,155,15,16,14,83.656,83.702,0.0
4647,845,5,205,20,15,85.874,85.40299999999999,0.0
4648,845,814,10,15,16,84.332,86.126,0.0
4649,845,16,10,14,17,84.648,86.571,0.0
4650,845,15,205,21,18,86.521,0.0,0.0
4651,845,22,3,11,19,86.91,0.0,0.0
4652,845,10,166,24,20,87.315,0.0,0.0
4653,845,24,164,23,21,87.809,0.0,0.0
4654,845,39,164,22,22,87.908,0.0,0.0
4655,845,816,166,25,23,88.556,0.0,0.0
4656,846,20,9,1,1,75.606,74.277,73.556
4657,846,18,1,4,2,75.397,74.545,73.997
4658,846,17,9,2,3,76.087,74.742,74.019
4659,846,4,6,5,4,76.051,74.569,74.483
4660,846,30,131,7,5,76.092,74.981,74.682
4661,846,13,6,6,6,76.309,74.648,74.877
4662,846,1,1,3,7,75.207,74.275,75.28
4663,846,3,131,8,8,75.858,74.741,75.766
4664,846,813,3,12,9,75.819,75.545,76.52799999999999
4665,846,815,15,17,10,75.918,75.482,0.0
4666,846,808,4,10,11,76.378,75.815,0.0
4667,846,22,3,11,12,76.616,75.826,0.0
4668,846,155,15,16,13,76.513,75.973,0.0
4669,846,814,10,15,14,76.813,76.118,0.0
4670,846,16,10,14,15,76.6,76.121,0.0
4671,846,2,4,9,16,76.681,76.214,0.0
4672,846,67,5,18,17,76.358,76.3,0.0
4673,846,5,205,20,18,77.343,0.0,0.0
4674,846,15,205,21,19,77.381,0.0,0.0
4675,846,153,5,19,20,77.82,0.0,0.0
4676,846,10,166,24,21,77.914,0.0,0.0
4677,846,816,166,25,22,78.736,0.0,0.0
4678,846,39,164,22,23,0.0,0.0,0.0
4679,846,24,164,23,24,0.0,0.0,0.0
4680,847,20,9,1,1,74.011,73.486,73.014
4681,847,4,6,5,2,73.822,73.672,73.199
4682,847,13,6,6,3,74.026,73.431,73.217
4683,847,17,9,2,4,74.375,73.654,73.429
4684,847,1,1,3,5,74.114,73.926,73.565
4685,847,3,131,8,6,74.92,73.95,73.814
4686,847,18,1,4,7,74.374,73.955,73.838
4687,847,30,131,7,8,74.97,74.242,73.864
4688,847,2,4,9,9,75.096,74.467,74.062
4689,847,808,4,10,10,74.699,74.354,74.08500000000001
4690,847,814,10,15,11,74.874,74.752,0.0
4691,847,813,3,12,12,75.58500000000001,75.043,0.0
4692,847,155,15,16,13,75.694,75.285,0.0
4693,847,16,10,14,14,74.931,75.287,0.0
4694,847,67,5,18,15,75.901,75.334,0.0
4695,847,22,3,11,16,75.331,75.361,0.0
4696,847,37,15,17,17,76.229,75.587,0.0
4697,847,153,5,19,18,76.294,0.0,0.0
4698,847,15,205,21,19,76.745,0.0,0.0
4699,847,5,205,20,20,76.786,0.0,0.0
4700,847,24,164,23,21,78.424,0.0,0.0
4701,847,10,166,24,22,78.537,0.0,0.0
4702,847,39,164,22,23,78.574,0.0,0.0
4703,847,816,166,25,24,79.414,0.0,0.0
4704,848,20,9,1,1,99.116,97.305,96.975
4705,848,17,9,2,2,99.956,98.05799999999999,97.163
4706,848,1,1,3,3,99.244,97.727,97.38
4707,848,4,6,5,4,99.725,97.93,97.45400000000001
4708,848,13,6,6,5,98.413,98.566,97.535
4709,848,18,1,4,6,99.453,97.749,97.64500000000001
4710,848,3,131,8,7,99.26599999999999,98.37299999999999,98.231
4711,848,30,131,7,8,99.19800000000001,98.36500000000001,98.24000000000001
4712,848,2,4,9,9,99.87700000000001,98.781,0.0
4713,848,16,10,14,10,99.32900000000001,99.03399999999999,0.0
4714,848,808,4,10,11,99.69,99.068,0.0
4715,848,814,10,15,12,99.852,99.422,0.0
4716,848,22,3,11,13,99.602,99.489,0.0
4717,848,155,15,16,14,100.131,99.525,0.0
4718,848,813,3,12,15,99.69,99.64500000000001,0.0
4719,848,815,15,17,16,99.494,99.657,0.0
4720,848,67,5,18,17,99.679,99.711,0.0
4721,848,153,5,19,18,100.232,0.0,0.0
4722,848,5,205,20,19,101.664,0.0,0.0
4723,848,15,205,21,20,102.23400000000001,0.0,0.0
4724,848,10,166,24,21,102.553,0.0,0.0
4725,848,24,164,23,22,103.584,0.0,0.0
4726,848,816,166,25,23,103.735,0.0,0.0
4727,848,39,164,22,24,104.363,0.0,0.0
4728,849,17,9,2,1,92.67,91.673,90.399
4729,849,20,9,1,2,92.977,92.37899999999999,90.431
4730,849,4,6,5,3,92.98599999999999,91.727,90.51599999999999
4731,849,13,6,6,4,92.75999999999999,91.64,91.124
4732,849,18,1,4,5,94.22999999999999,92.273,91.898
4733,849,814,10,15,6,94.47200000000001,92.569,91.929
4734,849,813,3,12,7,92.702,92.588,91.93299999999999
4735,849,155,15,16,8,94.324,92.399,92.128
4736,849,3,131,8,9,94.186,92.295,92.209
4737,849,1,1,3,10,93.581,92.505,92.376
4738,849,16,10,14,11,94.45400000000001,92.61699999999999,0.0
4739,849,815,15,17,12,94.14500000000001,92.624,0.0
4740,849,30,131,7,13,94.16,92.656,0.0
4741,849,808,4,10,14,94.428,92.73400000000001,0.0
4742,849,22,3,11,15,93.532,93.119,0.0
4743,849,2,4,9,16,95.132,93.805,0.0
4744,849,5,205,20,17,94.923,94.821,0.0
4745,849,153,5,19,18,95.245,0.0,0.0
4746,849,67,5,18,19,95.749,0.0,0.0
4747,849,10,166,24,20,96.203,0.0,0.0
4748,849,15,205,21,21,96.456,0.0,0.0
4749,849,816,166,25,22,97.154,0.0,0.0
4750,849,24,164,23,23,97.48400000000001,0.0,0.0
4751,849,817,164,22,24,98.059,0.0,0.0
4752,850,17,9,2,1,93.096,91.311,90.07900000000001
4753,850,1,1,3,2,92.934,90.998,90.134
4754,850,20,9,1,3,92.973,91.017,90.21600000000001
4755,850,4,6,5,4,92.916,91.15,90.44200000000001
4756,850,13,6,6,5,91.826,91.582,90.91
4757,850,3,131,8,6,92.785,91.343,91.263
4758,850,18,1,4,7,93.22399999999999,91.532,91.288
4759,850,16,10,14,8,92.286,91.809,92.00999999999999
4760,850,808,4,10,9,93.187,91.985,92.187
4761,850,30,131,7,10,92.60300000000001,92.18,92.482
4762,850,2,4,9,11,92.505,92.215,0.0
4763,850,814,10,15,12,92.65100000000001,92.56,0.0
4764,850,813,3,12,13,93.003,92.63499999999999,0.0
4765,850,22,3,11,14,93.664,93.043,0.0
4766,850,815,15,17,15,93.295,93.176,0.0
4767,850,67,5,18,16,93.63499999999999,93.54599999999999,0.0
4768,850,153,5,19,17,93.658,93.69800000000001,0.0
4769,850,155,15,16,18,93.786,0.0,0.0
4770,850,5,205,20,19,95.59899999999999,0.0,0.0
4771,850,10,166,24,20,96.4,0.0,0.0
4772,850,812,205,21,21,96.422,0.0,0.0
4773,850,816,166,25,22,96.64099999999999,0.0,0.0
4774,850,24,164,23,23,97.011,0.0,0.0
4775,850,817,164,22,24,97.036,0.0,0.0
4776,851,20,9,1,1,81.74,81.095,79.815
4777,851,1,1,3,2,81.636,81.105,79.97800000000001
4778,851,18,1,4,3,82.038,80.578,80.024
4779,851,13,6,6,4,82.13,81.099,80.35
4780,851,4,6,5,5,81.578,80.262,80.365
4781,851,17,9,2,6,82.208,80.89,80.474
4782,851,3,131,8,7,82.996,81.243,81.098
4783,851,16,10,14,8,82.237,82.0,81.445
4784,851,30,131,7,9,82.876,81.852,81.907
4785,851,815,15,17,10,83.06700000000001,82.157,0.0
4786,851,814,10,15,11,82.976,82.256,0.0
4787,851,808,4,10,12,83.07,82.28399999999999,0.0
4788,851,155,15,16,13,83.27799999999999,82.435,0.0
4789,851,2,4,9,14,83.024,82.47,0.0
4790,851,22,3,11,15,83.075,82.684,0.0
4791,851,153,5,19,16,83.285,82.979,0.0
4792,851,813,3,12,17,83.84700000000001,0.0,0.0
4793,851,67,5,18,18,84.07,0.0,0.0
4794,851,5,205,20,19,84.362,0.0,0.0
4795,851,15,205,21,20,84.53399999999999,0.0,0.0
4796,851,10,166,24,21,86.294,0.0,0.0
4797,851,24,164,23,22,86.32300000000001,0.0,0.0
4798,851,817,164,22,23,86.479,0.0,0.0
4799,851,816,166,25,24,86.51,0.0,0.0
4800,852,20,9,1,1,123.029,123.31700000000001,108.298
4801,852,1,1,3,2,123.008,122.823,108.72999999999999
4802,852,17,9,2,3,122.827,123.302,109.376
4803,852,13,6,6,4,125.834,124.507,110.256
4804,852,3,131,8,5,125.091,123.723,110.55199999999999
4805,852,153,5,19,6,125.419,124.561,110.773
4806,852,811,4,9,7,125.047,124.452,111.12100000000001
4807,852,4,6,5,8,124.45,122.768,111.251
4808,852,815,15,17,9,126.284,124.625,111.374
4809,852,808,4,10,10,125.292,123.466,112.303
4810,852,67,5,18,11,124.744,124.69200000000001,0.0
4811,852,155,15,16,12,127.194,124.757,0.0
4812,852,18,1,4,13,121.813,125.15,0.0
4813,852,22,3,11,14,125.72,127.349,0.0
4814,852,16,10,14,15,126.0,127.777,0.0
4815,852,813,3,12,16,125.621,128.106,0.0
4816,852,5,205,20,17,126.78,128.35399999999998,0.0
4817,852,814,10,15,18,127.758,0.0,0.0
4818,852,15,205,21,19,128.773,0.0,0.0
4819,852,10,166,24,20,129.566,0.0,0.0
4820,852,816,166,25,21,131.601,0.0,0.0
4821,852,24,164,23,22,131.61599999999999,0.0,0.0
4822,852,817,164,22,23,133.077,0.0,0.0
4823,854,20,9,1,1,106.39699999999999,104.931,104.381
4824,854,17,9,2,2,107.332,105.65100000000001,104.732
4825,854,18,1,4,3,106.956,105.47200000000001,104.804
4826,854,1,1,3,4,107.01400000000001,106.82900000000001,104.809
4827,854,4,6,5,5,107.054,105.779,104.874
4828,854,13,6,6,6,107.945,105.955,105.8
4829,854,3,131,8,7,107.688,106.405,106.013
4830,854,30,131,7,8,108.819,106.043,0.0
4831,854,16,10,14,9,107.952,107.093,0.0
4832,854,814,10,15,10,108.02199999999999,107.48599999999999,0.0
4833,854,815,15,17,11,107.717,107.616,0.0
4834,854,22,3,11,12,108.061,108.082,0.0
4835,854,813,3,12,13,109.71000000000001,108.27000000000001,0.0
4836,854,67,5,18,14,108.753,108.634,0.0
4837,854,811,4,9,15,108.86099999999999,108.662,0.0
4838,854,153,5,19,16,109.588,109.862,0.0
4839,854,155,15,16,17,108.054,0.0,0.0
4840,854,808,4,10,18,109.83500000000001,0.0,0.0
4841,854,5,205,20,19,110.94800000000001,0.0,0.0
4842,854,15,205,21,20,111.012,0.0,0.0
4843,854,10,166,24,21,112.154,0.0,0.0
4844,854,816,166,25,22,112.363,0.0,0.0
4845,854,817,164,22,23,112.404,0.0,0.0
4846,854,24,164,23,24,112.81,0.0,0.0
4847,855,20,9,1,1,93.051,91.424,90.46600000000001
4848,855,18,1,4,2,92.947,91.434,90.475
